Spec_File,OptUV_Radius,OptUV_Temperature,OptUV_ChiSquare,SoftX_Radius,SoftX_Temperature,SoftX_ChiSquare
0364,97228612595164.75,161461.40010351967,7.647843956532878e+42,4006441416043.9155,364245.642579698,6.97047908298187e+40
0365,143112363554767.2,169883.6437197453,1.803326935109328e+43,1762005590804.9211,364245.642579698,1.1104697490061456e+40
0366,92642167063347.3,169883.6437197453,6.608988400710008e+42,3465793214031.2837,383245.63598981337,5.41610437033402e+40
0367,92642167063347.3,161461.40010351967,5.5656170903681993e+42,3465793214031.2837,329024.8188586541,2.99873545305204e+40
0368,97228612595164.75,161461.40010351967,6.39641837307278e+42,8270648138377.99,282475.0532263017,8.607744219922885e+39
0369,117960232933157.75,161461.40010351967,1.0419014134607584e+43,8680103987716.662,282475.0532263017,4.958996220433191e+39
0370,117960232933157.75,161461.40010351967,1.0430483458120417e+43,13408906947673.926,255161.05714164244,4.208648939683881e+39
0371,92642167063347.3,161461.40010351967,5.1724056750298136e+42,2593524457113.837,346187.603142919,1.3936444158591448e+40
0372,97228612595164.75,161461.40010351967,5.890717545574993e+42,4006441416043.9155,282475.0532263017,6.241516600752477e+39
0373,97228612595164.75,161461.40010351967,6.736169200774031e+42,10530923572244.867,242511.0542480984,2.27066761817786e+39
0374,88272072274946.83,169883.6437197453,5.4316364733855283e+42,8270648138377.99,242511.0542480984,8.956154520034104e+38
0375,84108122582942.3,161461.40010351967,4.479522985394644e+42,14072743117597.04,230488.19475566497,1.1548013964970676e+39
0376,84108122582942.3,161461.40010351967,4.291168523011349e+42,11599445463179.545,230488.19475566497,7.714145341334666e+37
0377,80140593758723.81,169883.6437197453,4.6410778648151394e+42,10530923572244.867,230488.19475566497,3.872467935935681e+38
0378,80140593758723.81,161461.40010351967,3.950040575454831e+42,13408906947673.926,219061.3870631087,3.0487131478350127e+38
0379,84108122582942.3,169883.6437197453,5.935521281932982e+42,13408906947673.926,230488.19475566497,4.614731893475865e+38
0380,84108122582942.3,169883.6437197453,6.057063643158408e+42,10034161291321.078,242511.0542480984,6.098514749731533e+38
0381,88272072274946.83,161461.40010351967,6.277360258394993e+42,12173700432623.188,230488.19475566497,5.854470618927818e+37
0382,112395840221712.94,161461.40010351967,1.1985529257075844e+43,14769443894771.04,230488.19475566497,4.9394339896548155e+38
0383,97228612595164.75,161461.40010351967,8.843043931234376e+42,17073410921455.373,219061.3870631087,2.5711049508198353e+38
